grid_id,shortage_bikes,unmet_bikes,served_bikes,surplus_bikes
200m_r017_c031__v01,0,0,0,8
200m_r017_c032__v01,0,0,0,14
200m_r017_c033__v01,0,0,0,5
200m_r017_c035__v01,0,0,0,7
200m_r017_c041__v01,4,0,4,0
200m_r017_c048__v01,3,3,0,0
200m_r018_c029__v01,4,0,4,0
200m_r018_c032__v01,0,0,0,4
200m_r018_c034__v01,0,0,0,4
200m_r018_c035__v01,0,0,0,6
200m_r018_c037__v01,5,5,0,0
200m_r018_c038__v01,6,0,6,0
200m_r018_c040__v01,0,0,0,4
200m_r018_c042__v01,0,0,0,6
200m_r018_c043__v01,10,0,10,0
200m_r018_c045__v01,0,0,0,4
200m_r018_c046__v01,4,0,4,0
200m_r018_c049__v01,0,0,0,3
200m_r019_c022__v01,0,0,0,3
200m_r019_c024__v01,0,0,0,3
200m_r019_c028__v01,3,3,0,0
200m_r019_c029__v01,0,0,0,3
200m_r019_c030__v01,3,3,0,0
200m_r019_c033__v01,0,0,0,8
200m_r019_c034__v01,0,0,0,9
200m_r019_c035__v01,0,0,0,12
200m_r019_c039__v01,0,0,0,4
200m_r019_c043__v01,0,0,0,4
200m_r019_c049__v01,0,0,0,3
200m_r020_c005__v01,8,1,7,0
200m_r020_c008__v01,3,3,0,0
200m_r020_c027__v01,0,0,0,4
200m_r020_c028__v01,0,0,0,3
200m_r020_c031__v01,17,0,17,0
200m_r020_c033__v01,0,0,0,8
200m_r020_c035__v01,0,0,0,9
200m_r020_c038__v01,4,0,4,0
200m_r020_c043__v01,0,0,0,5
200m_r020_c044__v01,0,0,0,4
200m_r020_c045__v01,5,0,5,0
200m_r021_c023__v01,6,0,6,0
200m_r021_c024__v01,0,0,0,3
200m_r021_c025__v01,6,0,6,0
200m_r021_c027__v01,3,3,0,0
200m_r021_c034__v01,3,3,0,0
200m_r021_c035__v01,0,0,0,4
200m_r021_c043__v01,0,0,0,10
200m_r021_c045__v01,5,0,5,0
200m_r021_c070__v01,3,3,0,0
200m_r022_c018__v01,0,0,0,3
200m_r022_c021__v01,5,5,0,0
200m_r022_c022__v01,0,0,0,4
200m_r022_c023__v01,0,0,0,5
200m_r022_c025__v01,3,3,0,0
200m_r022_c027__v01,0,0,0,3
200m_r022_c043__v01,0,0,0,4
200m_r022_c044__v01,0,0,0,3
200m_r022_c045__v01,3,3,0,0
200m_r022_c050__v01,3,3,0,0
200m_r022_c053__v01,0,0,0,4
200m_r022_c071__v01,4,4,0,0
200m_r023_c008__v01,0,0,0,11
200m_r023_c026__v01,12,1,11,0
200m_r023_c035__v01,0,0,0,6
200m_r023_c037__v01,3,3,0,0
200m_r023_c038__v01,5,0,5,0
200m_r023_c039__v01,8,0,8,0
200m_r023_c042__v01,7,0,7,0
200m_r023_c043__v01,8,0,8,0
200m_r023_c044__v01,0,0,0,4
200m_r023_c051__v01,0,0,0,8
200m_r023_c052__v01,0,0,0,6
200m_r023_c053__v01,0,0,0,12
200m_r023_c070__v01,5,5,0,0
200m_r023_c071__v01,9,2,7,0
200m_r024_c002__v01,3,3,0,0
200m_r024_c014__v01,4,4,0,0
200m_r024_c020__v01,3,3,0,0
200m_r024_c023__v01,0,0,0,5
200m_r024_c024__v01,0,0,0,3
200m_r024_c026__v01,11,3,8,0
200m_r024_c037__v01,7,0,7,0
200m_r024_c038__v01,16,2,14,0
200m_r024_c039__v01,4,0,4,0
200m_r024_c040__v01,7,0,7,0
200m_r024_c042__v01,6,0,6,0
200m_r024_c043__v01,3,3,0,0
200m_r024_c045__v01,5,0,5,0
200m_r024_c047__v01,0,0,0,5
200m_r024_c048__v01,0,0,0,6
200m_r024_c050__v01,0,0,0,7
200m_r024_c052__v01,0,0,0,7
200m_r024_c053__v01,0,0,0,4
200m_r024_c054__v01,0,0,0,3
200m_r024_c055__v01,3,3,0,0
200m_r024_c067__v01,0,0,0,4
200m_r024_c071__v01,5,5,0,0
200m_r024_c072__v01,4,4,0,0
200m_r024_c073__v01,0,0,0,14
200m_r025_c007__v01,6,6,0,0
200m_r025_c016__v01,0,0,0,4
200m_r025_c020__v01,6,0,6,0
200m_r025_c023__v01,3,3,0,0
200m_r025_c025__v01,5,0,5,0
200m_r025_c026__v01,10,2,8,0
200m_r025_c037__v01,8,0,8,0
200m_r025_c038__v01,4,0,4,0
200m_r025_c039__v01,5,0,5,0
200m_r025_c041__v01,0,0,0,3
200m_r025_c044__v01,4,0,4,0
200m_r025_c046__v01,6,0,6,0
200m_r025_c048__v01,0,0,0,10
200m_r025_c051__v01,0,0,0,7
200m_r025_c052__v01,4,4,0,0
200m_r025_c056__v01,3,3,0,0
200m_r025_c068__v01,0,0,0,20
200m_r025_c071__v01,4,4,0,0
200m_r025_c074__v01,0,0,0,6
200m_r025_c075__v01,4,4,0,0
200m_r026_c006__v01,0,0,0,3
200m_r026_c009__v01,0,0,0,3
200m_r026_c019__v01,3,3,0,0
200m_r026_c020__v01,0,0,0,7
200m_r026_c021__v01,0,0,0,4
200m_r026_c023__v01,3,3,0,0
200m_r026_c024__v01,3,3,0,0
200m_r026_c025__v01,0,0,0,4
200m_r026_c026__v01,8,0,8,0
200m_r026_c036__v01,12,0,12,0
200m_r026_c037__v01,10,0,10,0
200m_r026_c039__v01,6,0,6,0
200m_r026_c040__v01,0,0,0,5
200m_r026_c044__v01,0,0,0,5
200m_r026_c045__v01,3,3,0,0
200m_r026_c051__v01,0,0,0,3
200m_r026_c052__v01,9,0,9,0
200m_r026_c054__v01,3,3,0,0
200m_r026_c056__v01,0,0,0,3
200m_r026_c057__v01,4,4,0,0
200m_r026_c059__v01,0,0,0,3
200m_r026_c060__v01,0,0,0,3
200m_r026_c061__v01,0,0,0,5
200m_r026_c062__v01,0,0,0,6
200m_r026_c063__v01,0,0,0,9
200m_r026_c066__v01,5,0,5,0
200m_r026_c067__v01,6,0,6,0
200m_r026_c068__v01,0,0,0,4
200m_r026_c071__v01,0,0,0,7
200m_r026_c073__v01,4,4,0,0
200m_r026_c075__v01,0,0,0,5
200m_r026_c076__v01,3,3,0,0
200m_r027_c001__v01,3,3,0,0
200m_r027_c007__v01,14,4,10,0
200m_r027_c019__v01,0,0,0,6
200m_r027_c020__v01,0,0,0,3
200m_r027_c023__v01,5,1,4,0
200m_r027_c037__v01,5,0,5,0
200m_r027_c043__v01,3,0,3,0
200m_r027_c045__v01,0,0,0,7
200m_r027_c047__v01,0,0,0,4
200m_r027_c050__v01,0,0,0,3
200m_r027_c054__v01,10,1,9,0
200m_r027_c056__v01,10,0,10,0
200m_r027_c057__v01,4,0,4,0
200m_r027_c059__v01,4,4,0,0
200m_r027_c060__v01,5,0,5,0
200m_r027_c061__v01,0,0,0,7
200m_r027_c062__v01,0,0,0,4
200m_r027_c068__v01,11,2,9,0
200m_r027_c069__v01,7,0,7,0
200m_r027_c070__v01,0,0,0,5
200m_r027_c073__v01,0,0,0,9
200m_r027_c075__v01,0,0,0,3
200m_r027_c076__v01,5,5,0,0
200m_r028_c008__v01,0,0,0,10
200m_r028_c019__v01,0,0,0,3
200m_r028_c020__v01,0,0,0,3
200m_r028_c022__v01,5,5,0,0
200m_r028_c024__v01,0,0,0,3
200m_r028_c030__v01,0,0,0,5
200m_r028_c032__v01,4,4,0,0
200m_r028_c033__v01,0,0,0,3
200m_r028_c037__v01,11,1,10,0
200m_r028_c053__v01,14,0,14,0
200m_r028_c054__v01,4,4,0,0
200m_r028_c055__v01,5,0,5,0
200m_r028_c056__v01,7,0,7,0
200m_r028_c058__v01,0,0,0,4
200m_r028_c059__v01,4,4,0,0
200m_r028_c064__v01,6,0,6,0
200m_r028_c066__v01,0,0,0,4
200m_r028_c067__v01,8,1,7,0
200m_r028_c069__v01,3,3,0,0
200m_r028_c071__v01,0,0,0,6
200m_r028_c072__v01,0,0,0,6
200m_r028_c075__v01,3,3,0,0
200m_r029_c004__v01,12,5,7,0
200m_r029_c005__v01,6,6,0,0
200m_r029_c009__v01,0,0,0,4
200m_r029_c011__v01,4,4,0,0
200m_r029_c016__v01,3,3,0,0
200m_r029_c030__v01,0,0,0,3
200m_r029_c033__v01,0,0,0,3
200m_r029_c038__v01,5,0,5,0
200m_r029_c041__v01,3,3,0,0
200m_r029_c042__v01,3,0,3,0
200m_r029_c053__v01,17,2,15,0
200m_r029_c054__v01,0,0,0,4
200m_r029_c056__v01,5,5,0,0
200m_r029_c057__v01,9,1,8,0
200m_r029_c058__v01,0,0,0,4
200m_r029_c062__v01,3,3,0,0
200m_r029_c065__v01,7,0,7,0
200m_r029_c066__v01,8,1,7,0
200m_r029_c067__v01,18,0,18,0
200m_r029_c069__v01,6,0,6,0
200m_r029_c070__v01,0,0,0,3
200m_r029_c071__v01,3,3,0,0
200m_r029_c076__v01,0,0,0,4
200m_r030_c005__v01,6,6,0,0
200m_r030_c013__v01,6,0,6,0
200m_r030_c017__v01,3,3,0,0
200m_r030_c033__v01,0,0,0,5
200m_r030_c038__v01,3,3,0,0
200m_r030_c039__v01,5,0,5,0
200m_r030_c042__v01,6,0,6,0
200m_r030_c043__v01,3,3,0,0
200m_r030_c046__v01,0,0,0,8
200m_r030_c047__v01,4,0,4,0
200m_r030_c048__v01,0,0,0,7
200m_r030_c049__v01,0,0,0,15
200m_r030_c052__v01,3,3,0,0
200m_r030_c054__v01,4,4,0,0
200m_r030_c055__v01,12,0,12,0
200m_r030_c056__v01,11,2,9,0
200m_r030_c064__v01,5,0,5,0
200m_r030_c068__v01,0,0,0,7
200m_r030_c069__v01,4,4,0,0
200m_r030_c070__v01,4,4,0,0
200m_r030_c071__v01,6,0,6,0
200m_r030_c072__v01,4,4,0,0
200m_r030_c073__v01,4,4,0,0
200m_r030_c074__v01,0,0,0,4
200m_r030_c075__v01,6,1,5,0
200m_r031_c016__v01,0,0,0,6
200m_r031_c022__v01,0,0,0,3
200m_r031_c033__v01,4,4,0,0
200m_r031_c037__v01,0,0,0,4
200m_r031_c038__v01,4,0,4,0
200m_r031_c041__v01,6,0,6,0
200m_r031_c052__v01,0,0,0,6
200m_r031_c056__v01,9,0,9,0
200m_r031_c057__v01,3,3,0,0
200m_r031_c058__v01,5,0,5,0
200m_r031_c059__v01,3,3,0,0
200m_r031_c066__v01,0,0,0,7
200m_r031_c075__v01,0,0,0,5
200m_r032_c017__v01,0,0,0,3
200m_r032_c033__v01,0,0,0,7
200m_r032_c034__v01,0,0,0,7
200m_r032_c036__v01,3,3,0,0
200m_r032_c038__v01,0,0,0,3
200m_r032_c040__v01,0,0,0,3
200m_r032_c041__v01,5,0,5,0
200m_r032_c043__v01,0,0,0,6
200m_r032_c045__v01,4,0,4,0
200m_r032_c046__v01,0,0,0,3
200m_r032_c047__v01,0,0,0,3
200m_r032_c048__v01,0,0,0,3
200m_r032_c053__v01,3,3,0,0
200m_r032_c054__v01,4,4,0,0
200m_r032_c055__v01,5,0,5,0
200m_r032_c059__v01,4,4,0,0
200m_r032_c060__v01,4,4,0,0
200m_r032_c061__v01,4,4,0,0
200m_r032_c063__v01,5,5,0,0
200m_r032_c066__v01,0,0,0,6
200m_r033_c031__v01,0,0,0,3
200m_r033_c045__v01,0,0,0,7
200m_r033_c060__v01,4,4,0,0
200m_r033_c061__v01,0,0,0,6
200m_r033_c062__v01,0,0,0,7
200m_r033_c063__v01,0,0,0,3
200m_r033_c067__v01,0,0,0,3
200m_r033_c073__v01,4,4,0,0
200m_r033_c075__v01,0,0,0,9
200m_r033_c076__v01,7,0,7,0
200m_r034_c024__v01,0,0,0,3
200m_r034_c030__v01,5,5,0,0
200m_r034_c034__v01,0,0,0,5
200m_r034_c035__v01,3,3,0,0
200m_r034_c046__v01,0,0,0,8
200m_r034_c055__v01,3,3,0,0
200m_r034_c058__v01,0,0,0,4
200m_r034_c059__v01,0,0,0,3
200m_r034_c061__v01,6,0,6,0
200m_r034_c062__v01,0,0,0,7
200m_r034_c065__v01,5,5,0,0
200m_r034_c066__v01,3,3,0,0
200m_r034_c067__v01,0,0,0,7
200m_r034_c073__v01,3,3,0,0
200m_r034_c074__v01,4,4,0,0
200m_r034_c075__v01,5,5,0,0
200m_r034_c076__v01,0,0,0,3
200m_r035_c002__v01,0,0,0,5
200m_r035_c022__v01,5,5,0,0
200m_r035_c027__v01,3,3,0,0
200m_r035_c033__v01,4,0,4,0
200m_r035_c035__v01,5,0,5,0
200m_r035_c055__v01,3,3,0,0
200m_r035_c056__v01,0,0,0,5
200m_r035_c057__v01,4,4,0,0
200m_r035_c060__v01,0,0,0,3
200m_r035_c061__v01,0,0,0,3
200m_r035_c064__v01,0,0,0,3
200m_r035_c065__v01,4,4,0,0
200m_r035_c066__v01,0,0,0,3
200m_r035_c068__v01,0,0,0,4
200m_r035_c074__v01,0,0,0,7
200m_r035_c075__v01,0,0,0,5
200m_r036_c034__v01,0,0,0,5
200m_r036_c036__v01,9,0,9,0
200m_r036_c045__v01,7,0,7,0
200m_r036_c046__v01,4,4,0,0
200m_r036_c049__v01,6,0,6,0
200m_r036_c051__v01,3,3,0,0
200m_r036_c053__v01,3,3,0,0
200m_r036_c062__v01,6,0,6,0
200m_r036_c063__v01,7,0,7,0
200m_r036_c065__v01,7,0,7,0
200m_r036_c069__v01,0,0,0,3
200m_r036_c074__v01,0,0,0,3
200m_r036_c076__v01,0,0,0,3
200m_r037_c002__v01,4,4,0,0
200m_r037_c026__v01,0,0,0,7
200m_r037_c027__v01,0,0,0,3
200m_r037_c033__v01,5,0,5,0
200m_r037_c034__v01,0,0,0,4
200m_r037_c047__v01,6,0,6,0
200m_r037_c061__v01,0,0,0,3
200m_r037_c062__v01,0,0,0,9
200m_r037_c064__v01,3,3,0,0
200m_r037_c066__v01,5,5,0,0
200m_r037_c069__v01,0,0,0,5
200m_r038_c024__v01,5,5,0,0
200m_r038_c025__v01,4,4,0,0
200m_r038_c029__v01,7,0,7,0
200m_r038_c030__v01,4,4,0,0
200m_r038_c031__v01,3,3,0,0
200m_r038_c058__v01,6,0,6,0
200m_r038_c059__v01,0,0,0,3
200m_r038_c065__v01,7,0,7,0
200m_r038_c066__v01,3,3,0,0
200m_r038_c067__v01,3,3,0,0
200m_r038_c076__v01,3,3,0,0
200m_r039_c003__v01,3,3,0,0
200m_r039_c029__v01,0,0,0,3
200m_r039_c037__v01,0,0,0,3
200m_r039_c045__v01,4,4,0,0
200m_r039_c047__v01,4,4,0,0
200m_r039_c057__v01,3,3,0,0
200m_r039_c058__v01,3,3,0,0
200m_r039_c063__v01,0,0,0,9
200m_r039_c065__v01,11,2,9,0
200m_r039_c066__v01,4,4,0,0
200m_r039_c068__v01,0,0,0,3
200m_r039_c072__v01,0,0,0,3
200m_r040_c032__v01,0,0,0,3
200m_r040_c042__v01,0,0,0,3
200m_r040_c062__v01,4,4,0,0
200m_r040_c063__v01,10,1,9,0
200m_r040_c065__v01,6,6,0,0
200m_r040_c066__v01,4,4,0,0
200m_r040_c067__v01,0,0,0,3
200m_r040_c072__v01,3,3,0,0
200m_r041_c031__v01,3,3,0,0
200m_r041_c035__v01,0,0,0,10
200m_r041_c036__v01,0,0,0,8
200m_r041_c038__v01,0,0,0,8
200m_r041_c039__v01,0,0,0,3
200m_r041_c043__v01,3,3,0,0
200m_r041_c046__v01,0,0,0,3
200m_r041_c060__v01,0,0,0,3
200m_r041_c061__v01,0,0,0,5
200m_r041_c062__v01,0,0,0,3
200m_r041_c066__v01,3,3,0,0
200m_r041_c068__v01,0,0,0,3
200m_r041_c072__v01,3,3,0,0
200m_r041_c075__v01,0,0,0,6
200m_r042_c027__v01,0,0,0,3
200m_r042_c032__v01,4,4,0,0
200m_r042_c033__v01,0,0,0,3
200m_r042_c034__v01,0,0,0,3
200m_r042_c043__v01,4,4,0,0
200m_r042_c060__v01,0,0,0,4
200m_r042_c066__v01,3,3,0,0
200m_r042_c068__v01,0,0,0,7
200m_r042_c074__v01,3,3,0,0
200m_r043_c029__v01,0,0,0,4
200m_r043_c030__v01,0,0,0,3
200m_r043_c041__v01,4,4,0,0
200m_r043_c044__v01,3,3,0,0
200m_r043_c047__v01,0,0,0,3
200m_r043_c048__v01,3,3,0,0
200m_r043_c063__v01,3,3,0,0
200m_r043_c066__v01,3,3,0,0
200m_r043_c068__v01,0,0,0,9
200m_r044_c032__v01,0,0,0,3
200m_r044_c041__v01,5,5,0,0
200m_r044_c047__v01,0,0,0,3
200m_r044_c052__v01,9,1,8,0
200m_r044_c063__v01,5,5,0,0
200m_r044_c065__v01,0,0,0,9
200m_r044_c067__v01,0,0,0,3
200m_r044_c075__v01,3,3,0,0
200m_r045_c032__v01,0,0,0,5
200m_r045_c041__v01,7,0,7,0
200m_r045_c042__v01,0,0,0,3
200m_r045_c046__v01,0,0,0,4
200m_r045_c067__v01,0,0,0,3
200m_r045_c074__v01,6,6,0,0
200m_r046_c073__v01,3,3,0,0
200m_r047_c072__v01,0,0,0,6
200m_r047_c074__v01,7,0,7,0
200m_r048_c072__v01,3,3,0,0
200m_r049_c066__v01,3,3,0,0
